run_id,run_dir,phase,market,interval,codebook_size,min_volume,volume_filter,split_family,split_index,split_seed,train_symbols,val_symbols,test_symbols,train_candles,val_candles,test_candles,shape_val_train_l1,shape_test_train_l1,shape_val_train_max_diff,shape_test_train_max_diff,shape_train_entropy,shape_val_entropy,shape_test_entropy,shape_train_mean_sc,shape_val_mean_sc,shape_test_mean_sc,range_val_train_l1,range_test_train_l1,range_val_train_max_diff,range_test_train_max_diff,range_train_entropy,range_val_entropy,range_test_entropy,pair_val_train_l1,pair_test_train_l1,pair_val_train_max_diff,pair_test_train_max_diff,pair_train_entropy,pair_val_entropy,pair_test_entropy,kmeans_shape_val_train_l1,kmeans_shape_test_train_l1,kmeans_pair_val_train_l1,kmeans_pair_test_train_l1,kmeans_inertia_per_sample,kmeans_shape_mean_sc_train,kmeans_shape_mean_sc_val,kmeans_shape_mean_sc_test,notes
shape_token_range_bucket_NASDAQ_1m_k12,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12,1B,NASDAQ,1m,12,,,,,42,"[""AAPL"", ""MSFT"", ""NVDA"", ""TSLA"", ""AMZN"", ""META"", ""GOOGL"", ""AMD"", ""INTC"", ""RKLB"", ""AVGO""]","[""NFLX"", ""PLTR""]","[""MU"", ""QCOM"", ""MRVL""]",132000,24000,36000,0.0886818181818182,0.1075808080808081,0.0191780303030303,0.01885858585858586,3.468743,3.503848,3.478429,0.195891,0.196225,0.195,0.1373333333333333,0.6742777777777778,0.042458333333333334,0.18783333333333332,2.484184,2.386829,2.348427,0.19040151515151515,0.7119949494949496,0.0191780303030303,0.028242424242424246,5.904973,5.786859,5.682572,0.07718181818181814,0.09559595959595955,0.19665909090909092,0.7011464646464647,0.049058541962594696,0.20973451906171214,0.2147311970552247,0.21449035917241496,
